N,Z,A,Element,Mass Excess (keV),ME Error Margin,ME Calculated?,Binding Energy Per Nucleon (keV),BEN Error Margin,BEN Calculated?,Beta Decay Energy (keV),BDE Error Margin,BDE Calculated?,Atomic Mass (u),AM Error Margin,AM Calculated?
13,18,31,Ar,11325.0,200.0,estimated,7252.0,6.0,estimated,-22935.0,361.0,estimated,31.012158,215.0,estimated
12,19,31,K,34260.0,300.0,estimated,6487.0,10.0,estimated,,,absent,31.03678,322.0,estimated
22,10,32,Ne,36999.0,503.0,estimated,6671.0,16.0,estimated,18359.0,504.0,estimated,32.03972,540.0,estimated
21,11,32,Na,18640.152,37.26,calculated,7219.8815,1.1644,calculated,19469.0523,37.4021,calculated,32.020011024,40.0,calculated
20,12,32,Mg,-828.901,3.26,calculated,7803.8411,0.1019,calculated,10270.4677,7.8787,calculated,31.999110138,3.5,calculated
19,13,32,Al,-11099.368,7.173,calculated,8100.3449,0.2241,calculated,12978.3208,7.1787,calculated,31.988084338,7.7,calculated
18,14,32,Si,-24077.689,0.298,calculated,8481.469,0.0093,calculated,227.1872,0.3008,calculated,31.974151538,0.32,calculated
17,15,32,P,-24304.876,0.04,calculated,8464.1203,0.0013,calculated,1710.6608,0.04,calculated,31.973907643,0.042,calculated
16,16,32,S,-26015.53714,0.00131,calculated,8493.1301,0.0002,calculated,-12680.8313,0.5617,calculated,31.97207117354,0.00141,calculated
15,17,32,Cl,-13334.706,0.562,calculated,8072.4058,0.0176,calculated,-11134.3536,1.8568,calculated,31.985684605,0.603,calculated
14,18,32,Ar,-2200.352,1.77,calculated,7700.0089,0.0553,calculated,-24190.0,400.0,estimated,31.997637824,1.9,calculated
13,19,32,K,21990.0,400.0,estimated,6920.0,12.0,estimated,,,absent,32.023607,429.0,estimated
23,10,33,Ne,46130.0,600.0,estimated,6436.0,18.0,estimated,22350.0,750.0,estimated,33.049523,644.0,estimated
22,11,33,Na,23780.113,449.912,calculated,7089.9262,13.6337,calculated,18817.24,449.9195,calculated,33.025529,483.0,calculated
21,12,33,Mg,4962.873,2.663,calculated,7636.4382,0.0807,calculated,13460.255,7.4767,calculated,33.005327862,2.859,calculated
20,13,33,Al,-8497.382,6.986,calculated,8020.6172,0.2117,calculated,12016.946,7.0211,calculated,32.990877685,7.5,calculated
19,14,33,Si,-20514.328,0.699,calculated,8361.0596,0.0212,calculated,5823.0223,1.2947,calculated,32.977976964,0.75,calculated
18,15,33,P,-26337.35,1.09,calculated,8513.8073,0.033,calculated,248.5079,1.09,calculated,32.971725692,1.17,calculated
17,16,33,S,-26585.8583,0.00134,calculated,8497.6304,0.0002,calculated,-5582.5182,0.3908,calculated,32.97145890862,0.00144,calculated
16,17,33,Cl,-21003.34,0.391,calculated,8304.7557,0.0118,calculated,-11619.0452,0.5596,calculated,32.977451988,0.419,calculated
15,18,33,Ar,-9384.295,0.401,calculated,7928.9559,0.0121,calculated,-16925.0,200.0,estimated,32.989925545,0.43,calculated
14,19,33,K,7540.0,200.0,estimated,7392.0,6.0,estimated,-23489.0,447.0,estimated,33.008095,215.0,estimated
13,20,33,Ca,31030.0,400.0,estimated,6657.0,12.0,estimated,,,absent,33.033312,429.0,estimated
24,10,34,Ne,52842.0,513.0,estimated,6287.0,15.0,estimated,21161.0,789.0,estimated,34.056728,551.0,estimated
23,11,34,Na,31680.114,599.416,calculated,6886.4377,17.6299,calculated,23356.7903,599.4561,calculated,34.03401,643.5,calculated
22,12,34,Mg,8323.324,6.893,calculated,7550.3919,0.2027,calculated,11320.9428,7.2072,calculated,34.008935455,7.4,calculated
21,13,34,Al,-2997.619,2.105,calculated,7860.3506,0.0619,calculated,16994.0653,2.2519,calculated,33.996781924,2.259,calculated
20,14,34,Si,-19991.684,0.801,calculated,8337.1659,0.0236,calculated,4557.0175,1.1395,calculated,33.978538045,0.86,calculated
19,15,34,P,-24548.702,0.81,calculated,8448.1856,0.0238,calculated,5382.9879,0.8116,calculated,33.973645886,0.87,calculated
18,16,34,S,-29931.689,0.045,calculated,8583.4986,0.0013,calculated,-5491.6037,0.0378,calculated,33.967867011,0.047,calculated
17,17,34,Cl,-24440.086,0.049,calculated,8398.9706,0.0014,calculated,-6061.793,0.0631,calculated,33.97376249,0.052,calculated
16,18,34,Ar,-18378.293,0.078,calculated,8197.6724,0.0023,calculated,-17158.0,196.0,estimated,33.980270092,0.083,calculated
15,19,34,K,-1220.0,196.0,estimated,7670.0,6.0,estimated,-16110.0,358.0,estimated,33.99869,210.0,estimated
14,20,34,Ca,14890.0,300.0,estimated,7173.0,9.0,estimated,,,absent,34.015985,322.0,estimated
24,11,35,Na,37831.0,670.0,estimated,6745.0,19.0,estimated,22192.0,723.0,estimated,35.040614,720.0,estimated
23,12,35,Mg,15639.786,269.668,calculated,7356.2338,7.7048,calculated,15863.5156,269.7679,calculated,35.01679,289.5,calculated
22,13,35,Al,-223.73,7.359,calculated,7787.1243,0.2103,calculated,14167.7504,36.6047,calculated,34.999759816,7.9,calculated
21,14,35,Si,-14391.48,35.857,calculated,8169.5644,1.0245,calculated,10466.3291,35.9049,calculated,34.984550111,38.494,calculated
20,15,35,P,-24857.809,1.866,calculated,8446.2496,0.0533,calculated,3988.4006,1.8667,calculated,34.973314045,2.003,calculated
19,16,35,S,-28846.21,0.04,calculated,8537.8511,0.0012,calculated,167.3218,0.0257,calculated,34.969032321,0.043,calculated
18,17,35,Cl,-29013.532,0.035,calculated,8520.279,0.001,calculated,-5966.2429,0.6794,calculated,34.968852694,0.038,calculated
17,18,35,Ar,-23047.289,0.68,calculated,8327.4621,0.0194,calculated,-11874.3955,0.8516,calculated,34.975257719,0.73,calculated
16,19,35,K,-11172.893,0.512,calculated,7965.8409,0.0146,calculated,-16363.0,200.0,estimated,34.988005406,0.55,calculated
15,20,35,Ca,5190.0,200.0,estimated,7476.0,6.0,estimated,-21910.0,447.0,estimated,35.005572,215.0,estimated
14,21,35,Sc,27100.0,400.0,estimated,6828.0,11.0,estimated,,,absent,35.029093,429.0,estimated
25,11,36,Na,45903.0,687.0,estimated,6557.0,19.0,estimated,25523.0,974.0,estimated,36.049279,737.0,estimated
24,12,36,Mg,20380.159,690.237,calculated,7244.4202,19.1733,calculated,14429.7751,706.2429,calculated,36.021879,741.0,calculated
23,13,36,Al,5950.384,149.505,calculated,7623.5154,4.1529,calculated,18386.5096,165.851,calculated,36.006388,160.5,calculated
22,14,36,Si,-12436.125,71.797,calculated,8112.5199,1.9944,calculated,7814.9194,72.9852,calculated,35.986649271,77.077,calculated
21,15,36,P,-20251.045,13.114,calculated,8307.8692,0.3643,calculated,10413.0962,13.1124,calculated,35.97825961,14.078,calculated
20,16,36,S,-30664.141,0.188,calculated,8575.39,0.0052,calculated,-1142.1329,0.1893,calculated,35.967080692,0.201,calculated
19,17,36,Cl,-29522.008,0.036,calculated,8521.9322,0.001,calculated,709.5343,0.0449,calculated,35.968306822,0.038,calculated
18,18,36,Ar,-30231.542,0.027,calculated,8519.9096,0.0008,calculated,-12814.3607,0.3259,calculated,35.967545106,0.028,calculated
17,19,36,K,-17417.182,0.325,calculated,8142.2233,0.009,calculated,-10966.0155,40.0013,calculated,35.981301887,0.349,calculated
16,20,36,Ca,-6451.166,40.0,calculated,7815.8799,1.1111,calculated,-22601.0,303.0,estimated,35.993074388,42.941,calculated
15,21,36,Sc,16150.0,300.0,estimated,7166.0,8.0,estimated,,,absent,36.017338,322.0,estimated
26,11,37,Na,53134.0,687.0,estimated,6403.0,19.0,estimated,24923.0,980.0,estimated,37.057042,737.0,estimated
25,12,37,Mg,28211.478,698.947,calculated,7055.1115,18.8905,calculated,18401.9132,721.8139,calculated,37.030286265,750.35,calculated
24,13,37,Al,9809.564,180.244,calculated,7531.316,4.8715,calculated,16381.0765,213.1678,calculated,37.010531,193.5,calculated
23,14,37,Si,-6571.512,113.809,calculated,7952.9033,3.0759,calculated,12424.5003,119.9691,calculated,36.992945191,122.179,calculated
22,15,37,P,-18996.012,37.948,calculated,8267.5561,1.0256,calculated,7900.4135,37.9474,calculated,36.979606942,40.738,calculated
21,16,37,S,-26896.426,0.198,calculated,8459.9363,0.0054,calculated,4865.1258,0.1965,calculated,36.9711255,0.212,calculated
20,17,37,Cl,-31761.552,0.052,calculated,8570.2816,0.0014,calculated,-813.8729,0.2,calculated,36.965902573,0.055,calculated
19,18,37,Ar,-30947.679,0.207,calculated,8527.1406,0.0056,calculated,-6147.4775,0.227,calculated,36.966776301,0.221,calculated
18,19,37,K,-24800.201,0.094,calculated,8339.848,0.0025,calculated,-11664.1314,0.6412,calculated,36.97337589,0.1,calculated
17,20,37,Ca,-13136.07,0.634,calculated,8003.4567,0.0171,calculated,-16916.0,300.0,estimated,36.985897849,0.68,calculated
16,21,37,Sc,3780.0,300.0,estimated,7525.0,8.0,estimated,-21390.0,500.0,estimated,37.004058,322.0,estimated
15,22,37,Ti,25170.0,400.0,estimated,6926.0,11.0,estimated,,,absent,37.027021,429.0,estimated
27,11,38,Na,61905.0,715.0,estimated,6216.0,19.0,estimated,27831.0,875.0,estimated,38.066458,768.0,estimated
26,12,38,Mg,34074.0,503.0,estimated,6928.0,13.0,estimated,17604.0,525.0,estimated,38.03658,540.0,estimated
25,13,38,Al,16470.0,150.0,estimated,7370.0,4.0,estimated,20640.0,183.0,estimated,38.017681,161.0,estimated
24,14,38,Si,-4170.299,104.793,calculated,7892.8297,2.7577,calculated,10451.2656,127.4736,calculated,37.995523,112.5,calculated
23,15,38,P,-14621.565,72.581,calculated,8147.2749,1.91,calculated,12239.6512,72.934,calculated,37.984303105,77.918,calculated
22,16,38,S,-26861.216,7.172,calculated,8448.7829,0.1887,calculated,2936.9,7.1714,calculated,37.9711633,7.699,calculated
21,17,38,Cl,-29798.116,0.098,calculated,8505.4817,0.0026,calculated,4916.7109,0.2182,calculated,37.968010408,0.105,calculated
20,18,38,Ar,-34714.827,0.195,calculated,8614.2807,0.0051,calculated,-5914.0671,0.0448,calculated,37.962732102,0.209,calculated
19,19,38,K,-28800.76,0.195,calculated,8438.0593,0.0051,calculated,-6742.2563,0.0626,calculated,37.969081114,0.209,calculated
18,20,38,Ca,-22058.503,0.194,calculated,8240.0434,0.0051,calculated,-17809.0,200.0,estimated,37.976319223,0.208,calculated
17,21,38,Sc,-4249.0,200.0,estimated,7751.0,5.0,estimated,-15619.0,361.0,estimated,37.995438,215.0,estimated
16,22,38,Ti,11370.0,300.0,estimated,7319.0,8.0,estimated,,,absent,38.012206,322.0,estimated
28,11,39,Na,69977.0,743.0,estimated,6056.0,19.0,estimated,27201.0,903.0,estimated,39.075123,797.0,estimated
27,12,39,Mg,42775.0,513.0,estimated,6734.0,13.0,estimated,21286.0,594.0,estimated,39.045921,551.0,estimated
26,13,39,Al,21490.0,300.0,estimated,7260.0,8.0,estimated,19169.0,329.0,estimated,39.02307,322.0,estimated
25,14,39,Si,2320.352,135.532,calculated,7730.9793,3.4752,calculated,15094.9874,176.2324,calculated,39.002491,145.5,calculated
24,15,39,P,-12774.636,112.645,calculated,8097.9701,2.8883,calculated,10388.0361,123.243,calculated,38.986285865,120.929,calculated
23,16,39,S,-23162.672,50.0,calculated,8344.2698,1.2821,calculated,6637.5463,50.03,calculated,38.97513385,53.677,calculated
22,17,39,Cl,-29800.218,1.732,calculated,8494.4032,0.0444,calculated,3441.9774,5.2915,calculated,38.968008151,1.859,calculated
21,18,39,Ar,-33242.195,5.0,calculated,8562.5988,0.1282,calculated,565.0,5.0,calculated,38.964313037,5.367,calculated
20,19,39,K,-33807.19535,0.00456,calculated,8557.0258,0.0003,calculated,-6524.4888,0.5962,calculated,38.96370648482,0.00489,calculated
19,20,39,Ca,-27282.707,0.596,calculated,8369.6711,0.0153,calculated,-13109.9804,24.0074,calculated,38.970710811,0.64,calculated
18,21,39,Sc,-14172.726,24.0,calculated,8013.4575,0.6154,calculated,-16673.0,202.0,estimated,38.984784953,25.765,calculated
17,22,39,Ti,2500.0,200.0,estimated,7566.0,5.0,estimated,-20070.0,447.0,estimated,39.002684,215.0,estimated
16,23,39,V,22570.0,400.0,estimated,7031.0,10.0,estimated,,,absent,39.02423,429.0,estimated
28,12,40,Mg,49550.0,500.0,estimated,6598.0,13.0,estimated,20729.0,583.0,estimated,40.053194,537.0,estimated
27,13,40,Al,28820.0,300.0,estimated,7097.0,7.0,estimated,23154.0,324.0,estimated,40.03094,322.0,estimated
26,14,40,Si,5666.876,121.991,calculated,7655.8247,3.0498,calculated,13806.0653,147.8912,calculated,40.006083641,130.962,calculated
25,15,40,P,-8139.189,83.607,calculated,7981.4177,2.0902,calculated,14698.6603,83.7017,calculated,39.991262221,89.755,calculated
24,16,40,S,-22837.85,3.982,calculated,8329.3255,0.0996,calculated,4719.9687,32.3118,calculated,39.975482561,4.274,calculated
23,17,40,Cl,-27557.818,32.066,calculated,8427.766,0.8016,calculated,7482.0816,32.0655,calculated,39.970415466,34.423,calculated
22,18,40,Ar,-35039.89997,0.00218,calculated,8595.2594,0.0002,calculated,-1504.4031,0.0559,calculated,39.96238312204,0.00234,calculated
21,19,40,K,-33535.497,0.056,calculated,8538.0907,0.0014,calculated,1310.9051,0.0596,calculated,39.963998165,0.06,calculated
20,20,40,Ca,-34846.402,0.02,calculated,8551.3046,0.0006,calculated,-14323.0493,2.8281,calculated,39.96259085,0.022,calculated
19,21,40,Sc,-20523.353,2.828,calculated,8173.6697,0.0707,calculated,-11529.9139,68.3023,calculated,39.977967275,3.036,calculated
18,22,40,Ti,-8993.439,68.244,calculated,7865.8632,1.7061,calculated,-21463.0,308.0,estimated,39.990345146,73.262,calculated
17,23,40,V,12470.0,300.0,estimated,7310.0,7.0,estimated,,,absent,40.013387,322.0,estimated
29,12,41,Mg,58100.0,500.0,estimated,6425.0,12.0,estimated,23510.0,640.0,estimated,41.062373,537.0,estimated
28,13,41,Al,34590.0,400.0,estimated,6980.0,10.0,estimated,21390.0,500.0,estimated,41.037134,429.0,estimated
27,14,41,Si,13200.0,300.0,estimated,7482.0,7.0,estimated,18180.0,323.0,estimated,41.014171,322.0,estimated
26,15,41,P,-4979.767,120.163,calculated,7906.5513,2.9308,calculated,14028.8125,120.2326,calculated,40.994654,129.0,calculated
25,16,41,S,-19008.58,4.099,calculated,8229.6358,0.1,calculated,8298.6116,68.8456,calculated,40.979593451,4.4,calculated
24,17,41,Cl,-27307.192,68.723,calculated,8412.9593,1.6762,calculated,5760.318,68.7243,calculated,40.970684525,73.777,calculated
23,18,41,Ar,-33067.51,0.347,calculated,8534.3733,0.0085,calculated,2492.0392,0.3473,calculated,40.96450057,0.372,calculated
22,19,41,K,-35559.5488,0.00376,calculated,8576.0731,0.0003,calculated,-421.6406,0.1377,calculated,40.96182525611,0.00403,calculated
21,20,41,Ca,-35137.908,0.138,calculated,8546.7075,0.0034,calculated,-6495.5482,0.1553,calculated,40.962277905,0.147,calculated
20,21,41,Sc,-28642.36,0.077,calculated,8369.1979,0.0019,calculated,-12944.8214,27.9449,calculated,40.969251163,0.083,calculated
19,22,41,Ti,-15697.539,27.945,calculated,8034.3889,0.6816,calculated,-16008.0,202.0,estimated,40.983148,30.0,calculated
18,23,41,V,310.0,200.0,estimated,7625.0,5.0,estimated,-20100.0,447.0,estimated,41.000333,215.0,estimated
17,24,41,Cr,20410.0,400.0,estimated,7116.0,10.0,estimated,,,absent,41.021911,429.0,estimated
29,13,42,Al,41990.0,500.0,estimated,6829.0,12.0,estimated,25150.0,583.0,estimated,42.045078,537.0,estimated
28,14,42,Si,16840.0,300.0,estimated,7410.0,7.0,estimated,15748.0,315.0,estimated,42.018078,322.0,estimated
27,15,42,P,1091.842,95.009,calculated,7765.9122,2.2621,calculated,18729.5899,95.0504,calculated,42.00117214,101.996,calculated
26,16,42,S,-17637.748,2.794,calculated,8193.2275,0.0665,calculated,7194.0221,59.6811,calculated,41.9810651,3.0,calculated
25,17,42,Cl,-24831.77,59.616,calculated,8345.8864,1.4194,calculated,9590.9082,59.8947,calculated,41.973342,64.0,calculated
24,18,42,Ar,-34422.678,5.775,calculated,8555.6141,0.1375,calculated,599.3527,5.7763,calculated,41.963045737,6.2,calculated
23,19,42,K,-35022.031,0.106,calculated,8551.2571,0.0025,calculated,3525.2626,0.1825,calculated,41.962402305,0.113,calculated
22,20,42,Ca,-38547.293,0.148,calculated,8616.5646,0.0035,calculated,-6426.2904,0.0485,calculated,41.95861778,0.159,calculated
21,21,42,Sc,-32121.003,0.154,calculated,8444.9303,0.0037,calculated,-7016.6496,0.2239,calculated,41.965516686,0.165,calculated
20,22,42,Ti,-25104.353,0.269,calculated,8259.24,0.0064,calculated,-17485.0,196.0,estimated,41.973049369,0.289,calculated
19,23,42,V,-7620.0,196.0,estimated,7824.0,5.0,estimated,-14679.0,358.0,estimated,41.99182,210.0,estimated
18,24,42,Cr,7060.0,300.0,estimated,7456.0,7.0,estimated,,,absent,42.007579,322.0,estimated
30,13,43,Al,48270.0,600.0,estimated,6712.0,14.0,estimated,23940.0,721.0,estimated,43.05182,644.0,estimated
29,14,43,Si,24330.0,400.0,estimated,7251.0,9.0,estimated,19289.0,500.0,estimated,43.026119,429.0,estimated
28,15,43,P,5040.0,300.0,estimated,7681.0,7.0,estimated,17236.0,300.0,estimated,43.005411,322.0,estimated
27,16,43,S,-12195.461,4.97,calculated,8063.8276,0.1156,calculated,11964.05,62.0579,calculated,42.986907635,5.335,calculated
26,17,43,Cl,-24159.51,61.859,calculated,8323.8672,1.4386,calculated,7850.3002,62.086,calculated,42.9740637,66.407,calculated
25,18,43,Ar,-32009.811,5.31,calculated,8488.2382,0.1235,calculated,4565.5836,5.3254,calculated,42.965636056,5.7,calculated
24,19,43,K,-36575.394,0.41,calculated,8576.2204,0.0095,calculated,1833.4783,0.4687,calculated,42.960734701,0.44,calculated
23,20,43,Ca,-38408.873,0.227,calculated,8600.6653,0.0053,calculated,-2220.7227,1.865,calculated,42.958766381,0.244,calculated
22,21,43,Sc,-36188.15,1.863,calculated,8530.8265,0.0433,calculated,-6872.5591,6.0147,calculated,42.961150425,1.999,calculated
21,22,43,Ti,-29315.591,5.719,calculated,8352.8054,0.133,calculated,-11399.2333,43.2287,calculated,42.96852842,6.139,calculated
20,23,43,V,-17916.358,42.849,calculated,8069.5129,0.9965,calculated,-15946.0,205.0,estimated,42.980766,46.0,calculated
19,24,43,Cr,-1970.0,200.0,estimated,7680.0,5.0,estimated,-19340.0,447.0,estimated,42.997885,215.0,estimated
18,25,43,Mn,17370.0,400.0,estimated,7213.0,9.0,estimated,,,absent,43.018647,429.0,estimated
30,14,44,Si,29310.0,500.0,estimated,7156.0,11.0,estimated,18200.0,640.0,estimated,44.031466,537.0,estimated
29,15,44,P,11110.0,400.0,estimated,7552.0,9.0,estimated,20314.0,400.0,estimated,44.011927,429.0,estimated
28,16,44,S,-9204.236,5.216,calculated,7996.0154,0.1186,calculated,11274.7373,85.7253,calculated,43.990118846,5.6,calculated
27,17,44,Cl,-20478.973,85.566,calculated,8234.4788,1.9447,calculated,12194.2869,85.5811,calculated,43.978014918,91.859,calculated
26,18,44,Ar,-32673.26,1.584,calculated,8493.8411,0.036,calculated,3108.2375,1.6381,calculated,43.964923814,1.7,calculated
25,19,44,K,-35781.498,0.419,calculated,8546.7023,0.0095,calculated,5687.2319,0.5303,calculated,43.961586984,0.45,calculated
24,20,44,Ca,-41468.73,0.325,calculated,8658.1769,0.0074,calculated,-3652.6948,1.7565,calculated,43.955481489,0.348,calculated
23,21,44,Sc,-37816.035,1.756,calculated,8557.3805,0.0399,calculated,-267.4488,1.8899,calculated,43.959402818,1.884,calculated
22,22,44,Ti,-37548.586,0.7,calculated,8533.5215,0.0159,calculated,-13740.5071,7.2986,calculated,43.959689936,0.751,calculated
21,23,44,V,-23808.079,7.265,calculated,8203.4567,0.1651,calculated,-10386.1805,51.7447,calculated,43.974440977,7.799,calculated
20,24,44,Cr,-13421.899,51.232,calculated,7949.6265,1.1644,calculated,-20882.0,304.0,estimated,43.985591,55.0,calculated
19,25,44,Mn,7460.0,300.0,estimated,7457.0,7.0,estimated,,,absent,44.008009,322.0,estimated
31,14,45,Si,37090.0,600.0,estimated,7004.0,13.0,estimated,21130.0,781.0,estimated,45.039818,644.0,estimated
30,15,45,P,15960.0,500.0,estimated,7456.0,11.0,estimated,19301.0,583.0,estimated,45.017134,537.0,estimated
29,16,45,S,-3340.0,300.0,estimated,7867.0,7.0,estimated,14922.0,329.0,estimated,44.996414,322.0,estimated
28,17,45,Cl,-18262.544,136.163,calculated,8181.5991,3.0259,calculated,11508.2568,136.1643,calculated,44.980394353,146.177,calculated
27,18,45,Ar,-29770.801,0.512,calculated,8419.9526,0.0114,calculated,6844.8422,0.7311,calculated,44.968039731,0.55,calculated
26,19,45,K,-36615.643,0.522,calculated,8554.6747,0.0116,calculated,4196.5868,0.6369,calculated,44.960691491,0.56,calculated
25,20,45,Ca,-40812.23,0.365,calculated,8630.5467,0.0081,calculated,260.091,0.7377,calculated,44.95618627,0.392,calculated
24,21,45,Sc,-41072.321,0.663,calculated,8618.941,0.0147,calculated,-2062.0551,0.5086,calculated,44.955907051,0.712,calculated
23,22,45,Ti,-39010.266,0.836,calculated,8555.7321,0.0186,calculated,-7123.8247,0.2142,calculated,44.958120758,0.897,calculated
22,23,45,V,-31886.441,0.863,calculated,8380.0394,0.0192,calculated,-12371.64,35.4073,calculated,44.965768498,0.926,calculated
21,24,45,Cr,-19514.801,35.397,calculated,8087.7286,0.7866,calculated,-14535.0,302.0,estimated,44.97905,38.0,calculated
